2017-02-12 23:33:35,225 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-0.csv
2017-02-13 01:02:35,009 - ___log_ - INFO - Doing regression 0.10; 2009-42
2017-02-13 01:02:35,583 - ___log_ - INFO - Doing regression 0.52; 2012-8
2017-02-13 01:02:40,964 - ___log_ - INFO - Doing regression 0.62; 2012-8
2017-02-13 01:02:43,707 - ___log_ - INFO - Doing regression 0.20; 2009-42
2017-02-13 01:02:46,234 - ___log_ - INFO - Doing regression 0.73; 2012-8
2017-02-13 01:02:49,925 - ___log_ - INFO - Doing regression 0.30; 2009-42
2017-02-13 01:02:51,146 - ___log_ - INFO - Doing regression 0.83; 2012-8
2017-02-13 01:02:54,909 - ___log_ - INFO - Doing regression 0.40; 2009-42
2017-02-13 01:02:58,510 - ___log_ - INFO - Doing regression 0.94; 2012-8
2017-02-13 01:03:00,518 - ___log_ - INFO - Doing regression 0.50; 2009-42
2017-02-13 01:03:01,440 - ___log_ - INFO - Doing regression 0.00; 2010-44
2017-02-13 01:03:03,065 - ___log_ - INFO - Start pickling; 2012-8
2017-02-13 01:03:03,238 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2012-9.csv
2017-02-13 01:03:03,238 - ___log_ - INFO - Start loading; 2012-9
2017-02-13 01:03:06,019 - ___log_ - INFO - Doing regression 0.59; 2009-42
2017-02-13 01:03:06,633 - ___log_ - INFO - Doing regression 0.09; 2010-44
2017-02-13 01:03:14,957 - ___log_ - INFO - Doing regression 0.19; 2010-44
2017-02-13 01:03:15,891 - ___log_ - INFO - Doing regression 0.69; 2009-42
2017-02-13 01:03:19,431 - ___log_ - INFO - Doing regression 0.28; 2010-44
2017-02-13 01:03:21,329 - ___log_ - INFO - Doing regression 0.79; 2009-42
2017-02-13 01:03:24,769 - ___log_ - INFO - Doing regression 0.38; 2010-44
2017-02-13 01:03:29,254 - ___log_ - INFO - Doing regression 0.89; 2009-42
2017-02-13 01:03:30,464 - ___log_ - INFO - Doing regression 0.47; 2010-44
2017-02-13 01:03:31,518 - ___log_ - INFO - Doing regression 0.00; 2012-9
2017-02-13 01:03:37,201 - ___log_ - INFO - Doing regression 0.10; 2012-9
2017-02-13 01:03:39,203 - ___log_ - INFO - Doing regression 0.99; 2009-42
2017-02-13 01:03:40,967 - ___log_ - INFO - Start pickling; 2009-42
2017-02-13 01:03:41,207 - ___log_ - INFO - Doing regression 0.57; 2010-44
2017-02-13 01:03:41,251 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-43.csv
2017-02-13 01:03:41,252 - ___log_ - INFO - Start loading; 2009-43
2017-02-13 01:03:42,421 - ___log_ - INFO - Doing regression 0.21; 2012-9
2017-02-13 01:03:48,559 - ___log_ - INFO - Doing regression 0.31; 2012-9
2017-02-13 01:03:51,198 - ___log_ - INFO - Doing regression 0.66; 2010-44
2017-02-13 01:03:53,052 - ___log_ - INFO - Doing regression 0.42; 2012-9
2017-02-13 01:03:55,680 - ___log_ - INFO - Doing regression 0.75; 2010-44
2017-02-13 01:04:00,249 - ___log_ - INFO - Doing regression 0.52; 2012-9
2017-02-13 01:04:04,169 - ___log_ - INFO - Doing regression 0.85; 2010-44
2017-02-13 01:04:04,704 - ___log_ - INFO - Doing regression 0.62; 2012-9
2017-02-13 01:04:08,881 - ___log_ - INFO - Doing regression 0.73; 2012-9
2017-02-13 01:04:11,843 - ___log_ - INFO - Doing regression 0.94; 2010-44
2017-02-13 01:04:13,436 - ___log_ - INFO - Doing regression 0.83; 2012-9
2017-02-13 01:04:15,865 - ___log_ - INFO - Start pickling; 2010-44
2017-02-13 01:04:16,165 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-45.csv
2017-02-13 01:04:16,165 - ___log_ - INFO - Start loading; 2010-45
2017-02-13 01:04:16,777 - ___log_ - INFO - Doing regression 0.00; 2009-43
2017-02-13 01:04:20,391 - ___log_ - INFO - Doing regression 0.94; 2012-9
2017-02-13 01:04:20,735 - ___log_ - INFO - Doing regression 0.10; 2009-43
2017-02-13 01:04:23,198 - ___log_ - INFO - Start pickling; 2012-9
2017-02-13 01:04:27,889 - ___log_ - INFO - Doing regression 0.20; 2009-43
2017-02-13 01:04:35,958 - ___log_ - INFO - Doing regression 0.30; 2009-43
2017-02-13 01:04:44,413 - ___log_ - INFO - Doing regression 0.40; 2009-43
2017-02-13 01:04:49,025 - ___log_ - INFO - Doing regression 0.50; 2009-43
2017-02-13 01:04:54,800 - ___log_ - INFO - Doing regression 0.59; 2009-43
2017-02-13 01:05:01,896 - ___log_ - INFO - Doing regression 0.00; 2010-45
2017-02-13 01:05:02,303 - ___log_ - INFO - Doing regression 0.69; 2009-43
2017-02-13 01:05:09,005 - ___log_ - INFO - Doing regression 0.09; 2010-45
2017-02-13 01:05:09,214 - ___log_ - INFO - Doing regression 0.79; 2009-43
2017-02-13 01:05:18,127 - ___log_ - INFO - Doing regression 0.89; 2009-43
2017-02-13 01:05:19,507 - ___log_ - INFO - Doing regression 0.19; 2010-45
2017-02-13 01:05:23,877 - ___log_ - INFO - Doing regression 0.99; 2009-43
2017-02-13 01:05:24,162 - ___log_ - INFO - Start pickling; 2009-43
2017-02-13 01:05:24,346 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-44.csv
2017-02-13 01:05:24,346 - ___log_ - INFO - Start loading; 2009-44
2017-02-13 01:05:27,424 - ___log_ - INFO - Doing regression 0.28; 2010-45
2017-02-13 01:05:34,595 - ___log_ - INFO - Doing regression 0.38; 2010-45
2017-02-13 01:05:42,034 - ___log_ - INFO - Doing regression 0.47; 2010-45
2017-02-13 01:05:53,146 - ___log_ - INFO - Doing regression 0.57; 2010-45
2017-02-13 01:05:59,323 - ___log_ - INFO - Doing regression 0.66; 2010-45
2017-02-13 01:06:04,666 - ___log_ - INFO - Doing regression 0.00; 2009-44
2017-02-13 01:06:07,433 - ___log_ - INFO - Doing regression 0.75; 2010-45
2017-02-13 01:06:11,296 - ___log_ - INFO - Doing regression 0.10; 2009-44
2017-02-13 01:06:13,758 - ___log_ - INFO - Doing regression 0.85; 2010-45
2017-02-13 01:06:18,914 - ___log_ - INFO - Doing regression 0.20; 2009-44
2017-02-13 01:06:22,088 - ___log_ - INFO - Doing regression 0.94; 2010-45
2017-02-13 01:06:26,351 - ___log_ - INFO - Start pickling; 2010-45
2017-02-13 01:06:26,594 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-46.csv
2017-02-13 01:06:26,594 - ___log_ - INFO - Start loading; 2010-46
2017-02-13 01:06:27,357 - ___log_ - INFO - Doing regression 0.30; 2009-44
2017-02-13 01:06:37,176 - ___log_ - INFO - Doing regression 0.40; 2009-44
2017-02-13 01:06:43,656 - ___log_ - INFO - Doing regression 0.50; 2009-44
2017-02-13 01:06:48,012 - ___log_ - INFO - Doing regression 0.59; 2009-44
2017-02-13 01:06:53,300 - ___log_ - INFO - Doing regression 0.69; 2009-44
2017-02-13 01:06:58,585 - ___log_ - INFO - Doing regression 0.79; 2009-44
2017-02-13 01:07:07,900 - ___log_ - INFO - Doing regression 0.89; 2009-44
2017-02-13 01:07:08,368 - ___log_ - INFO - Doing regression 0.00; 2010-46
2017-02-13 01:07:13,149 - ___log_ - INFO - Doing regression 0.09; 2010-46
2017-02-13 01:07:14,636 - ___log_ - INFO - Doing regression 0.99; 2009-44
2017-02-13 01:07:15,576 - ___log_ - INFO - Start pickling; 2009-44
2017-02-13 01:07:15,806 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-45.csv
2017-02-13 01:07:15,807 - ___log_ - INFO - Start loading; 2009-45
2017-02-13 01:07:19,114 - ___log_ - INFO - Doing regression 0.19; 2010-46
2017-02-13 01:07:22,901 - ___log_ - INFO - Doing regression 0.28; 2010-46
2017-02-13 01:07:29,502 - ___log_ - INFO - Doing regression 0.38; 2010-46
2017-02-13 01:07:36,286 - ___log_ - INFO - Doing regression 0.47; 2010-46
2017-02-13 01:07:46,452 - ___log_ - INFO - Doing regression 0.57; 2010-46
2017-02-13 01:07:53,915 - ___log_ - INFO - Doing regression 0.66; 2010-46
2017-02-13 01:07:55,969 - ___log_ - INFO - Doing regression 0.00; 2009-45
2017-02-13 01:08:00,993 - ___log_ - INFO - Doing regression 0.75; 2010-46
2017-02-13 01:08:02,137 - ___log_ - INFO - Doing regression 0.10; 2009-45
2017-02-13 01:08:07,347 - ___log_ - INFO - Doing regression 0.85; 2010-46
2017-02-13 01:08:09,909 - ___log_ - INFO - Doing regression 0.20; 2009-45
2017-02-13 01:08:16,609 - ___log_ - INFO - Doing regression 0.94; 2010-46
2017-02-13 01:08:22,603 - ___log_ - INFO - Doing regression 0.30; 2009-45
2017-02-13 01:08:23,467 - ___log_ - INFO - Start pickling; 2010-46
2017-02-13 01:08:23,746 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-47.csv
2017-02-13 01:08:23,746 - ___log_ - INFO - Start loading; 2010-47
2017-02-13 01:08:30,542 - ___log_ - INFO - Doing regression 0.40; 2009-45
2017-02-13 01:08:38,410 - ___log_ - INFO - Doing regression 0.50; 2009-45
2017-02-13 01:08:43,135 - ___log_ - INFO - Doing regression 0.59; 2009-45
2017-02-13 01:08:54,536 - ___log_ - INFO - Doing regression 0.69; 2009-45
2017-02-13 01:08:59,679 - ___log_ - INFO - Doing regression 0.79; 2009-45
2017-02-13 01:09:00,335 - ___log_ - INFO - Doing regression 0.00; 2010-47
2017-02-13 01:09:06,854 - ___log_ - INFO - Doing regression 0.09; 2010-47
2017-02-13 01:09:06,870 - ___log_ - INFO - Doing regression 0.89; 2009-45
2017-02-13 01:09:13,398 - ___log_ - INFO - Doing regression 0.99; 2009-45
2017-02-13 01:09:14,214 - ___log_ - INFO - Start pickling; 2009-45
2017-02-13 01:09:14,411 - ___log_ - INFO - Doing regression 0.19; 2010-47
2017-02-13 01:09:14,461 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-46.csv
2017-02-13 01:09:14,461 - ___log_ - INFO - Start loading; 2009-46
2017-02-13 01:09:20,880 - ___log_ - INFO - Doing regression 0.28; 2010-47
2017-02-13 01:09:29,473 - ___log_ - INFO - Doing regression 0.38; 2010-47
2017-02-13 01:09:35,412 - ___log_ - INFO - Doing regression 0.47; 2010-47
2017-02-13 01:09:40,365 - ___log_ - INFO - Doing regression 0.57; 2010-47
2017-02-13 01:09:44,722 - ___log_ - INFO - Doing regression 0.66; 2010-47
2017-02-13 01:09:52,246 - ___log_ - INFO - Doing regression 0.75; 2010-47
2017-02-13 01:09:53,308 - ___log_ - INFO - Doing regression 0.00; 2009-46
2017-02-13 01:09:57,048 - ___log_ - INFO - Doing regression 0.85; 2010-47
2017-02-13 01:10:01,831 - ___log_ - INFO - Doing regression 0.10; 2009-46
2017-02-13 01:10:03,594 - ___log_ - INFO - Doing regression 0.94; 2010-47
2017-02-13 01:10:06,811 - ___log_ - INFO - Start pickling; 2010-47
2017-02-13 01:10:06,994 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-48.csv
2017-02-13 01:10:06,994 - ___log_ - INFO - Start loading; 2010-48
2017-02-13 01:10:11,663 - ___log_ - INFO - Doing regression 0.20; 2009-46
2017-02-13 01:10:20,364 - ___log_ - INFO - Doing regression 0.30; 2009-46
2017-02-13 01:10:29,576 - ___log_ - INFO - Doing regression 0.40; 2009-46
2017-02-13 01:10:36,444 - ___log_ - INFO - Doing regression 0.50; 2009-46
2017-02-13 01:10:43,237 - ___log_ - INFO - Doing regression 0.59; 2009-46
2017-02-13 01:10:46,299 - ___log_ - INFO - Doing regression 0.00; 2010-48
2017-02-13 01:10:51,676 - ___log_ - INFO - Doing regression 0.69; 2009-46
2017-02-13 01:10:54,790 - ___log_ - INFO - Doing regression 0.09; 2010-48
2017-02-13 01:10:57,703 - ___log_ - INFO - Doing regression 0.79; 2009-46
2017-02-13 01:10:59,636 - ___log_ - INFO - Doing regression 0.19; 2010-48
2017-02-13 01:11:01,994 - ___log_ - INFO - Doing regression 0.89; 2009-46
2017-02-13 01:11:05,219 - ___log_ - INFO - Doing regression 0.28; 2010-48
2017-02-13 01:11:09,428 - ___log_ - INFO - Doing regression 0.99; 2009-46
2017-02-13 01:11:09,834 - ___log_ - INFO - Start pickling; 2009-46
2017-02-13 01:11:10,053 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-47.csv
2017-02-13 01:11:10,053 - ___log_ - INFO - Start loading; 2009-47
2017-02-13 01:11:13,592 - ___log_ - INFO - Doing regression 0.38; 2010-48
2017-02-13 01:11:19,209 - ___log_ - INFO - Doing regression 0.47; 2010-48
2017-02-13 01:11:25,523 - ___log_ - INFO - Doing regression 0.57; 2010-48
2017-02-13 01:11:35,287 - ___log_ - INFO - Doing regression 0.66; 2010-48
2017-02-13 01:11:39,845 - ___log_ - INFO - Doing regression 0.75; 2010-48
2017-02-13 01:11:47,055 - ___log_ - INFO - Doing regression 0.85; 2010-48
2017-02-13 01:11:49,343 - ___log_ - INFO - Doing regression 0.00; 2009-47
2017-02-13 01:11:54,906 - ___log_ - INFO - Doing regression 0.94; 2010-48
2017-02-13 01:11:56,884 - ___log_ - INFO - Doing regression 0.10; 2009-47
2017-02-13 01:11:58,989 - ___log_ - INFO - Start pickling; 2010-48
2017-02-13 01:11:59,216 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-49.csv
2017-02-13 01:11:59,216 - ___log_ - INFO - Start loading; 2010-49
2017-02-13 01:12:03,155 - ___log_ - INFO - Doing regression 0.20; 2009-47
2017-02-13 01:12:11,032 - ___log_ - INFO - Doing regression 0.30; 2009-47
2017-02-13 01:12:18,759 - ___log_ - INFO - Doing regression 0.40; 2009-47
2017-02-13 01:12:25,072 - ___log_ - INFO - Doing regression 0.50; 2009-47
2017-02-13 01:12:32,907 - ___log_ - INFO - Doing regression 0.59; 2009-47
2017-02-13 01:12:40,847 - ___log_ - INFO - Doing regression 0.00; 2010-49
2017-02-13 01:12:44,259 - ___log_ - INFO - Doing regression 0.69; 2009-47
2017-02-13 01:12:49,554 - ___log_ - INFO - Doing regression 0.79; 2009-47
2017-02-13 01:12:50,273 - ___log_ - INFO - Doing regression 0.09; 2010-49
2017-02-13 01:12:57,376 - ___log_ - INFO - Doing regression 0.89; 2009-47
2017-02-13 01:12:58,901 - ___log_ - INFO - Doing regression 0.19; 2010-49
2017-02-13 01:13:08,493 - ___log_ - INFO - Doing regression 0.99; 2009-47
2017-02-13 01:13:08,780 - ___log_ - INFO - Start pickling; 2009-47
2017-02-13 01:13:09,024 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-48.csv
2017-02-13 01:13:09,025 - ___log_ - INFO - Start loading; 2009-48
2017-02-13 01:13:10,062 - ___log_ - INFO - Doing regression 0.28; 2010-49
2017-02-13 01:13:15,345 - ___log_ - INFO - Doing regression 0.38; 2010-49
2017-02-13 01:13:20,770 - ___log_ - INFO - Doing regression 0.47; 2010-49
2017-02-13 01:13:27,280 - ___log_ - INFO - Doing regression 0.57; 2010-49
2017-02-13 01:13:35,003 - ___log_ - INFO - Doing regression 0.66; 2010-49
2017-02-13 01:13:42,021 - ___log_ - INFO - Doing regression 0.75; 2010-49
2017-02-13 01:13:44,394 - ___log_ - INFO - Doing regression 0.85; 2010-49
2017-02-13 01:13:45,050 - ___log_ - INFO - Doing regression 0.00; 2009-48
2017-02-13 01:13:50,414 - ___log_ - INFO - Doing regression 0.94; 2010-49
2017-02-13 01:13:50,710 - ___log_ - INFO - Doing regression 0.10; 2009-48
2017-02-13 01:13:54,370 - ___log_ - INFO - Start pickling; 2010-49
2017-02-13 01:13:54,563 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-5.csv
2017-02-13 01:13:54,563 - ___log_ - INFO - Start loading; 2010-5
2017-02-13 01:13:57,161 - ___log_ - INFO - Doing regression 0.20; 2009-48
2017-02-13 01:14:04,362 - ___log_ - INFO - Doing regression 0.30; 2009-48
2017-02-13 01:14:10,940 - ___log_ - INFO - Doing regression 0.40; 2009-48
2017-02-13 01:14:17,689 - ___log_ - INFO - Doing regression 0.50; 2009-48
2017-02-13 01:14:21,772 - ___log_ - INFO - Doing regression 0.59; 2009-48
2017-02-13 01:14:29,674 - ___log_ - INFO - Doing regression 0.69; 2009-48
2017-02-13 01:14:34,279 - ___log_ - INFO - Doing regression 0.79; 2009-48
2017-02-13 01:14:35,760 - ___log_ - INFO - Doing regression 0.00; 2010-5
2017-02-13 01:14:41,258 - ___log_ - INFO - Doing regression 0.89; 2009-48
2017-02-13 01:14:42,245 - ___log_ - INFO - Doing regression 0.09; 2010-5
2017-02-13 01:14:48,018 - ___log_ - INFO - Doing regression 0.19; 2010-5
2017-02-13 01:14:48,571 - ___log_ - INFO - Doing regression 0.99; 2009-48
2017-02-13 01:14:49,424 - ___log_ - INFO - Start pickling; 2009-48
2017-02-13 01:14:49,629 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-49.csv
2017-02-13 01:14:49,629 - ___log_ - INFO - Start loading; 2009-49
2017-02-13 01:14:56,857 - ___log_ - INFO - Doing regression 0.28; 2010-5
2017-02-13 01:15:06,123 - ___log_ - INFO - Doing regression 0.37; 2010-5
2017-02-13 01:15:15,377 - ___log_ - INFO - Doing regression 0.47; 2010-5
2017-02-13 01:15:24,441 - ___log_ - INFO - Doing regression 0.56; 2010-5
2017-02-13 01:15:30,155 - ___log_ - INFO - Doing regression 0.65; 2010-5
2017-02-13 01:15:36,710 - ___log_ - INFO - Doing regression 0.75; 2010-5
2017-02-13 01:15:38,639 - ___log_ - INFO - Doing regression 0.00; 2009-49
2017-02-13 01:15:42,127 - ___log_ - INFO - Doing regression 0.84; 2010-5
2017-02-13 01:15:44,315 - ___log_ - INFO - Doing regression 0.10; 2009-49
2017-02-13 01:15:48,652 - ___log_ - INFO - Doing regression 0.93; 2010-5
2017-02-13 01:15:50,585 - ___log_ - INFO - Doing regression 0.20; 2009-49
2017-02-13 01:15:53,332 - ___log_ - INFO - Start pickling; 2010-5
2017-02-13 01:15:53,542 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-50.csv
2017-02-13 01:15:53,542 - ___log_ - INFO - Start loading; 2010-50
2017-02-13 01:15:56,097 - ___log_ - INFO - Doing regression 0.30; 2009-49
2017-02-13 01:16:05,324 - ___log_ - INFO - Doing regression 0.40; 2009-49
2017-02-13 01:16:14,026 - ___log_ - INFO - Doing regression 0.50; 2009-49
2017-02-13 01:16:26,622 - ___log_ - INFO - Doing regression 0.59; 2009-49
2017-02-13 01:16:38,624 - ___log_ - INFO - Doing regression 0.69; 2009-49
2017-02-13 01:16:38,943 - ___log_ - INFO - Doing regression 0.00; 2010-50
2017-02-13 01:16:49,849 - ___log_ - INFO - Doing regression 0.79; 2009-49
2017-02-13 01:16:50,358 - ___log_ - INFO - Doing regression 0.09; 2010-50
2017-02-13 01:16:55,920 - ___log_ - INFO - Doing regression 0.89; 2009-49
2017-02-13 01:16:56,606 - ___log_ - INFO - Doing regression 0.19; 2010-50
2017-02-13 01:17:06,225 - ___log_ - INFO - Doing regression 0.28; 2010-50
2017-02-13 01:17:06,630 - ___log_ - INFO - Doing regression 0.99; 2009-49
2017-02-13 01:17:07,401 - ___log_ - INFO - Start pickling; 2009-49
2017-02-13 01:17:07,675 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-5.csv
2017-02-13 01:17:07,675 - ___log_ - INFO - Start loading; 2009-5
2017-02-13 01:17:14,718 - ___log_ - INFO - Doing regression 0.38; 2010-50
2017-02-13 01:17:22,633 - ___log_ - INFO - Doing regression 0.47; 2010-50
2017-02-13 01:17:30,863 - ___log_ - INFO - Doing regression 0.57; 2010-50
2017-02-13 01:17:36,368 - ___log_ - INFO - Doing regression 0.66; 2010-50
2017-02-13 01:17:41,051 - ___log_ - INFO - Doing regression 0.75; 2010-50
2017-02-13 01:17:43,048 - ___log_ - INFO - Doing regression 0.00; 2009-5
2017-02-13 01:17:45,266 - ___log_ - INFO - Doing regression 0.85; 2010-50
2017-02-13 01:17:50,573 - ___log_ - INFO - Doing regression 0.10; 2009-5
2017-02-13 01:17:53,516 - ___log_ - INFO - Doing regression 0.94; 2010-50
2017-02-13 01:17:57,333 - ___log_ - INFO - Doing regression 0.20; 2009-5
2017-02-13 01:17:58,035 - ___log_ - INFO - Start pickling; 2010-50
2017-02-13 01:17:58,247 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-51.csv
2017-02-13 01:17:58,247 - ___log_ - INFO - Start loading; 2010-51
2017-02-13 01:18:03,770 - ___log_ - INFO - Doing regression 0.29; 2009-5
2017-02-13 01:18:10,656 - ___log_ - INFO - Doing regression 0.39; 2009-5
2017-02-13 01:18:14,751 - ___log_ - INFO - Doing regression 0.49; 2009-5
2017-02-13 01:18:22,792 - ___log_ - INFO - Doing regression 0.59; 2009-5
2017-02-13 01:18:29,964 - ___log_ - INFO - Doing regression 0.69; 2009-5
2017-02-13 01:18:36,824 - ___log_ - INFO - Doing regression 0.00; 2010-51
2017-02-13 01:18:36,954 - ___log_ - INFO - Doing regression 0.78; 2009-5
2017-02-13 01:18:39,945 - ___log_ - INFO - Doing regression 0.09; 2010-51
2017-02-13 01:18:42,977 - ___log_ - INFO - Doing regression 0.19; 2010-51
2017-02-13 01:18:43,040 - ___log_ - INFO - Doing regression 0.88; 2009-5
2017-02-13 01:18:51,252 - ___log_ - INFO - Doing regression 0.98; 2009-5
2017-02-13 01:18:51,708 - ___log_ - INFO - Doing regression 0.28; 2010-51
2017-02-13 01:18:51,716 - ___log_ - INFO - Start pickling; 2009-5
2017-02-13 01:18:51,966 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-50.csv
2017-02-13 01:18:51,967 - ___log_ - INFO - Start loading; 2009-50
2017-02-13 01:18:58,086 - ___log_ - INFO - Doing regression 0.38; 2010-51
2017-02-13 01:19:04,616 - ___log_ - INFO - Doing regression 0.47; 2010-51
2017-02-13 01:19:16,451 - ___log_ - INFO - Doing regression 0.57; 2010-51
2017-02-13 01:19:25,839 - ___log_ - INFO - Doing regression 0.66; 2010-51
2017-02-13 01:19:32,904 - ___log_ - INFO - Doing regression 0.75; 2010-51
2017-02-13 01:19:39,574 - ___log_ - INFO - Doing regression 0.85; 2010-51
2017-02-13 01:19:40,135 - ___log_ - INFO - Doing regression 0.00; 2009-50
2017-02-13 01:19:47,411 - ___log_ - INFO - Doing regression 0.94; 2010-51
2017-02-13 01:19:50,147 - ___log_ - INFO - Doing regression 0.10; 2009-50
2017-02-13 01:19:50,938 - ___log_ - INFO - Start pickling; 2010-51
2017-02-13 01:19:51,153 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-52.csv
2017-02-13 01:19:51,153 - ___log_ - INFO - Start loading; 2010-52
2017-02-13 01:20:02,513 - ___log_ - INFO - Doing regression 0.20; 2009-50
2017-02-13 01:20:09,010 - ___log_ - INFO - Doing regression 0.30; 2009-50
2017-02-13 01:20:16,634 - ___log_ - INFO - Doing regression 0.40; 2009-50
2017-02-13 01:20:24,334 - ___log_ - INFO - Doing regression 0.50; 2009-50
2017-02-13 01:20:33,386 - ___log_ - INFO - Doing regression 0.59; 2009-50
2017-02-13 01:20:35,179 - ___log_ - INFO - Doing regression 0.00; 2010-52
2017-02-13 01:20:42,107 - ___log_ - INFO - Doing regression 0.69; 2009-50
2017-02-13 01:20:43,709 - ___log_ - INFO - Doing regression 0.09; 2010-52
2017-02-13 01:20:49,137 - ___log_ - INFO - Doing regression 0.79; 2009-50
2017-02-13 01:20:50,825 - ___log_ - INFO - Doing regression 0.19; 2010-52
2017-02-13 01:20:57,282 - ___log_ - INFO - Doing regression 0.89; 2009-50
2017-02-13 01:20:58,555 - ___log_ - INFO - Doing regression 0.28; 2010-52
2017-02-13 01:21:05,428 - ___log_ - INFO - Doing regression 0.99; 2009-50
2017-02-13 01:21:06,297 - ___log_ - INFO - Start pickling; 2009-50
2017-02-13 01:21:06,563 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2009-51.csv
2017-02-13 01:21:06,563 - ___log_ - INFO - Start loading; 2009-51
2017-02-13 01:21:07,415 - ___log_ - INFO - Doing regression 0.38; 2010-52
2017-02-13 01:21:12,441 - ___log_ - INFO - Doing regression 0.47; 2010-52
2017-02-13 01:21:18,028 - ___log_ - INFO - Doing regression 0.57; 2010-52
2017-02-13 01:21:22,107 - ___log_ - INFO - Doing regression 0.66; 2010-52
2017-02-13 01:21:27,972 - ___log_ - INFO - Doing regression 0.75; 2010-52
2017-02-13 01:21:37,222 - ___log_ - INFO - Doing regression 0.85; 2010-52
2017-02-13 01:21:45,068 - ___log_ - INFO - Doing regression 0.94; 2010-52
2017-02-13 01:21:45,757 - ___log_ - INFO - Doing regression 0.00; 2009-51
2017-02-13 01:21:50,195 - ___log_ - INFO - Start pickling; 2010-52
2017-02-13 01:21:50,407 - ___log_ - INFO - Start handling; /Users/JerryHan88/PycharmProjects/taxi_projects/community_analysis/data/tfZ_TP/tfZ_TP-2010-53.csv
2017-02-13 01:21:50,407 - ___log_ - INFO - Start loading; 2010-53
2017-02-13 01:21:51,800 - ___log_ - INFO - Doing regression 0.10; 2009-51
2017-02-13 01:21:58,009 - ___log_ - INFO - Doing regression 0.20; 2009-51
2017-02-13 01:22:04,541 - ___log_ - INFO - Doing regression 0.30; 2009-51
2017-02-13 01:22:10,579 - ___log_ - INFO - Doing regression 0.40; 2009-51
2017-02-13 01:22:16,347 - ___log_ - INFO - Doing regression 0.50; 2009-51
2017-02-13 01:22:24,853 - ___log_ - INFO - Doing regression 0.59; 2009-51
2017-02-13 01:22:26,263 - ___log_ - INFO - Doing regression 0.00; 2010-53
2017-02-13 01:22:32,077 - ___log_ - INFO - Doing regression 0.09; 2010-53
2017-02-13 01:22:35,798 - ___log_ - INFO - Doing regression 0.19; 2010-53
2017-02-13 01:22:36,068 - ___log_ - INFO - Doing regression 0.69; 2009-51
2017-02-13 01:22:41,514 - ___log_ - INFO - Doing regression 0.28; 2010-53
2017-02-13 01:22:44,256 - ___log_ - INFO - Doing regression 0.79; 2009-51
2017-02-13 01:22:48,143 - ___log_ - INFO - Doing regression 0.38; 2010-53
